state,county,state_code,county_code,measure_name,measure_id,rate
PA,Lawrence County,42,73,Diabetic screening,7,84
KY,Powell County,21,197,Diabetic screening,7,84
KY,Simpson County,21,213,Diabetic screening,7,84
TX,Stonewall County,48,433,Diabetic screening,7,84
TX,Ward County,48,475,Diabetic screening,7,84
TX,Wharton County,48,481,Diabetic screening,7,84
NC,Dare County,37,55,Diabetic screening,7,84
NC,Davidson County,37,57,Diabetic screening,7,84
NE,Knox County,31,107,Diabetic screening,7,84
NE,Madison County,31,119,Diabetic screening,7,84
NE,Morrill County,31,123,Diabetic screening,7,84
GA,Henry County,13,151,Diabetic screening,7,84
KS,Pawnee County,20,145,Diabetic screening,7,84
SD,Miner County,46,97,Diabetic screening,7,84
SD,Roberts County,46,109,Diabetic screening,7,84
SD,Sanborn County,46,111,Diabetic screening,7,84
VA,Greene County,51,79,Diabetic screening,7,84
CO,Douglas County,8,35,Diabetic screening,7,84
CO,Elbert County,8,39,Diabetic screening,7,84
KY,Trimble County,21,223,Diabetic screening,7,84
KY,Union County,21,225,Diabetic screening,7,84
KY,Warren County,21,227,Diabetic screening,7,84
SD,Lawrence County,46,81,Diabetic screening,7,84
SD,Marshall County,46,91,Diabetic screening,7,84
GA,Jasper County,13,159,Diabetic screening,7,84
GA,Johnson County,13,167,Diabetic screening,7,84
TX,Presidio County,48,377,Diabetic screening,7,84
TX,Randall County,48,381,Diabetic screening,7,84
TX,Refugio County,48,391,Diabetic screening,7,84
TX,Runnels County,48,399,Diabetic screening,7,84
TX,San Augustine County,48,405,Diabetic screening,7,84
LA,East Carroll Parish,22,35,Diabetic screening,7,84
PA,Bradford County,42,15,Diabetic screening,7,84
PA,Carbon County,42,25,Diabetic screening,7,84
PA,Clearfield County,42,33,Diabetic screening,7,84
PA,Cumberland County,42,41,Diabetic screening,7,84
CO,Montrose County,8,85,Diabetic screening,7,84
CO,Park County,8,93,Diabetic screening,7,84
CO,Routt County,8,107,Diabetic screening,7,84
KS,Jackson County,20,85,Diabetic screening,7,84
KS,Nemaha County,20,131,Diabetic screening,7,84
KS,Kearny County,20,93,Diabetic screening,7,84
KS,Kingman County,20,95,Diabetic screening,7,84
KS,Lane County,20,101,Diabetic screening,7,84
KS,Linn County,20,107,Diabetic screening,7,84
KS,Finney County,20,55,Diabetic screening,7,84
KS,Gray County,20,69,Diabetic screening,7,84
OR,Lane County,41,39,Diabetic screening,7,84
OR,Morrow County,41,49,Diabetic screening,7,84
OR,Yamhill County,41,71,Diabetic screening,7,84
NE,Greeley County,31,77,Diabetic screening,7,84
NE,Hayes County,31,85,Diabetic screening,7,84
NE,Jefferson County,31,95,Diabetic screening,7,84
NE,Custer County,31,41,Diabetic screening,7,84
NE,Dawson County,31,47,Diabetic screening,7,84
NE,Dixon County,31,51,Diabetic screening,7,84
NE,Dodge County,31,53,Diabetic screening,7,84
NE,Fillmore County,31,59,Diabetic screening,7,84
NE,Antelope County,31,3,Diabetic screening,7,84
KS,Comanche County,20,33,Diabetic screening,7,84
KS,Decatur County,20,39,Diabetic screening,7,84
KS,Doniphan County,20,43,Diabetic screening,7,84
SD,Walworth County,46,129,Diabetic screening,7,84
TN,Tennessee,47,0,Diabetic screening,7,84
OR,Baker County,41,1,Diabetic screening,7,84
OR,Columbia County,41,9,Diabetic screening,7,84
OR,Grant County,41,23,Diabetic screening,7,84
OR,Harney County,41,25,Diabetic screening,7,84
KS,Johnson County,20,91,Diabetic screening,7,84
NE,Boone County,31,11,Diabetic screening,7,84
NE,Cass County,31,25,Diabetic screening,7,84
WI,Bayfield County,55,7,Diabetic screening,7,84
TX,Mason County,48,319,Diabetic screening,7,84
GA,Laurens County,13,175,Diabetic screening,7,84
GA,McIntosh County,13,191,Diabetic screening,7,84
GA,Madison County,13,195,Diabetic screening,7,84
GA,Hancock County,13,141,Diabetic screening,7,84
VA,Pulaski County,51,155,Diabetic screening,7,84
VA,Rappahannock County,51,157,Diabetic screening,7,84
CA,Yolo County,6,113,Diabetic screening,7,84
CO,Broomfield County,8,14,Diabetic screening,7,84
LA,Terrebonne Parish,22,109,Diabetic screening,7,84
OK,Woodward County,40,153,Diabetic screening,7,84
KS,Cheyenne County,20,23,Diabetic screening,7,84
GA,Haralson County,13,143,Diabetic screening,7,84
NC,Harnett County,37,85,Diabetic screening,7,84
MT,Roosevelt County,30,85,Diabetic screening,7,84
MT,Stillwater County,30,95,Diabetic screening,7,84
MT,Teton County,30,99,Diabetic screening,7,84
NE,Nebraska,31,0,Diabetic screening,7,84
GA,Morgan County,13,211,Diabetic screening,7,84
GA,Pulaski County,13,235,Diabetic screening,7,84
IA,Mahaska County,19,123,Diabetic screening,7,84
ME,Knox County,23,13,Diabetic screening,7,84
MD,Calvert County,24,9,Diabetic screening,7,84
OK,Grant County,40,53,Diabetic screening,7,84
OK,Harmon County,40,57,Diabetic screening,7,84
VA,Pittsylvania County,51,143,Diabetic screening,7,84
TN,Bledsoe County,47,7,Diabetic screening,7,84
KS,Kansas,20,0,Diabetic screening,7,84
KS,Allen County,20,1,Diabetic screening,7,84
MT,Park County,30,67,Diabetic screening,7,84
NC,Lenoir County,37,107,Diabetic screening,7,84
NC,McDowell County,37,111,Diabetic screening,7,84
WV,Preston County,54,77,Diabetic screening,7,84
WV,Tucker County,54,93,Diabetic screening,7,84
GA,Rabun County,13,241,Diabetic screening,7,84
OH,Van Wert County,39,161,Diabetic screening,7,84
OH,Warren County,39,165,Diabetic screening,7,84
MD,Dorchester County,24,19,Diabetic screening,7,84
MD,Montgomery County,24,31,Diabetic screening,7,84
MD,Queen Anne's County,24,35,Diabetic screening,7,84
IA,Ida County,19,93,Diabetic screening,7,84
IA,Louisa County,19,115,Diabetic screening,7,84
IA,Mills County,19,129,Diabetic screening,7,84
IA,O'Brien County,19,141,Diabetic screening,7,84
CT,Connecticut,9,0,Diabetic screening,7,84
TX,Kent County,48,263,Diabetic screening,7,84
TX,Kerr County,48,265,Diabetic screening,7,84
TX,Kleberg County,48,273,Diabetic screening,7,84
AR,Chicot County,5,17,Diabetic screening,7,84
AR,Clark County,5,19,Diabetic screening,7,84
CO,San Miguel County,8,113,Diabetic screening,7,84
IA,Clay County,19,41,Diabetic screening,7,84
MI,Berrien County,26,21,Diabetic screening,7,84
MD,Worcester County,24,47,Diabetic screening,7,84
MA,Dukes County,25,7,Diabetic screening,7,84
OH,Shelby County,39,149,Diabetic screening,7,84
IA,Guthrie County,19,77,Diabetic screening,7,84
IA,Harrison County,19,85,Diabetic screening,7,84
WV,Wirt County,54,105,Diabetic screening,7,84
NC,Mitchell County,37,121,Diabetic screening,7,84
MT,Dawson County,30,21,Diabetic screening,7,84
MT,Deer Lodge County,30,23,Diabetic screening,7,84
NC,Person County,37,145,Diabetic screening,7,84
NC,Polk County,37,149,Diabetic screening,7,84
MT,Cascade County,30,13,Diabetic screening,7,84
MT,Chouteau County,30,15,Diabetic screening,7,84
FL,Polk County,12,105,Diabetic screening,7,84
IN,Warren County,18,171,Diabetic screening,7,84
TN,Cocke County,47,29,Diabetic screening,7,84
TN,Davidson County,47,37,Diabetic screening,7,84
TN,Decatur County,47,39,Diabetic screening,7,84
FL,Dixie County,12,29,Diabetic screening,7,84
VA,Spotsylvania County,51,177,Diabetic screening,7,84
CA,Siskiyou County,6,93,Diabetic screening,7,84
VA,Bedford city,51,515,Diabetic screening,7,84
DE,Sussex County,10,5,Diabetic screening,7,84
FL,Alachua County,12,1,Diabetic screening,7,84
VA,Virginia,51,0,Diabetic screening,7,84
VA,Alleghany County,51,5,Diabetic screening,7,84
VA,Bath County,51,17,Diabetic screening,7,84
TX,Jackson County,48,239,Diabetic screening,7,84
MO,Ralls County,29,173,Diabetic screening,7,84
MI,Chippewa County,26,33,Diabetic screening,7,84
MI,Genesee County,26,49,Diabetic screening,7,84
MI,Gladwin County,26,51,Diabetic screening,7,84
FL,Gilchrist County,12,41,Diabetic screening,7,84
VA,Campbell County,51,31,Diabetic screening,7,84
VA,Cumberland County,51,49,Diabetic screening,7,84
TN,Gibson County,47,53,Diabetic screening,7,84
IN,Parke County,18,121,Diabetic screening,7,84
IN,Tippecanoe County,18,157,Diabetic screening,7,84
MO,Reynolds County,29,179,Diabetic screening,7,84
NC,Stokes County,37,169,Diabetic screening,7,84
WV,Clay County,54,15,Diabetic screening,7,84
WV,Doddridge County,54,17,Diabetic screening,7,84
TX,Hartley County,48,205,Diabetic screening,7,84
TX,Henderson County,48,213,Diabetic screening,7,84
FL,Pasco County,12,101,Diabetic screening,7,84
OH,Muskingum County,39,119,Diabetic screening,7,84
OH,Portage County,39,133,Diabetic screening,7,84
MI,Houghton County,26,61,Diabetic screening,7,84
MI,Iron County,26,71,Diabetic screening,7,84
MI,Kalkaska County,26,79,Diabetic screening,7,84
IN,Madison County,18,95,Diabetic screening,7,84
IN,Martin County,18,101,Diabetic screening,7,84
IN,Miami County,18,103,Diabetic screening,7,84
IN,Monroe County,18,105,Diabetic screening,7,84
WV,Lincoln County,54,43,Diabetic screening,7,84
WV,Monroe County,54,63,Diabetic screening,7,84
AR,Grant County,5,53,Diabetic screening,7,84
WV,Nicholas County,54,67,Diabetic screening,7,84
MO,Mercer County,29,129,Diabetic screening,7,84
MO,Miller County,29,131,Diabetic screening,7,84
TX,Goliad County,48,175,Diabetic screening,7,84
GA,Warren County,13,301,Diabetic screening,7,84
HI,Hawaii County,15,1,Diabetic screening,7,84
TN,Hancock County,47,67,Diabetic screening,7,84
TN,Haywood County,47,75,Diabetic screening,7,84
TN,Houston County,47,83,Diabetic screening,7,84
TN,Humphreys County,47,85,Diabetic screening,7,84
IN,Harrison County,18,61,Diabetic screening,7,84
IN,Hendricks County,18,63,Diabetic screening,7,84
MI,Lenawee County,26,91,Diabetic screening,7,84
MI,Macomb County,26,99,Diabetic screening,7,84
OH,Morgan County,39,115,Diabetic screening,7,84
TX,Hall County,48,191,Diabetic screening,7,84
TX,Hamilton County,48,193,Diabetic screening,7,84
TX,Hardin County,48,199,Diabetic screening,7,84
MO,Moniteau County,29,135,Diabetic screening,7,84
MO,Monroe County,29,137,Diabetic screening,7,84
MO,Montgomery County,29,139,Diabetic screening,7,84
MO,Nodaway County,29,147,Diabetic screening,7,84
MO,Osage County,29,151,Diabetic screening,7,84
IN,Franklin County,18,47,Diabetic screening,7,84
TN,Jackson County,47,87,Diabetic screening,7,84
TN,Johnson County,47,91,Diabetic screening,7,84
CA,Nevada County,6,57,Diabetic screening,7,84
VA,Lexington city,51,678,Diabetic screening,7,84
TN,Grainger County,47,57,Diabetic screening,7,84
NC,Yancey County,37,199,Diabetic screening,7,84
ND,Bottineau County,38,9,Diabetic screening,7,84
MO,Dallas County,29,59,Diabetic screening,7,84
MO,Dent County,29,65,Diabetic screening,7,84
MO,Gasconade County,29,73,Diabetic screening,7,84
TX,Erath County,48,143,Diabetic screening,7,84
ID,Adams County,16,3,Diabetic screening,7,84
ID,Bear Lake County,16,7,Diabetic screening,7,84
VA,Chesapeake city,51,550,Diabetic screening,7,84
VA,Emporia city,51,595,Diabetic screening,7,84
IN,Howard County,18,67,Diabetic screening,7,84
IN,Jasper County,18,73,Diabetic screening,7,84
IN,Clinton County,18,23,Diabetic screening,7,84
IN,Decatur County,18,31,Diabetic screening,7,84
IN,Delaware County,18,35,Diabetic screening,7,84
IN,Dubois County,18,37,Diabetic screening,7,84
ID,Benewah County,16,9,Diabetic screening,7,84
ID,Boise County,16,15,Diabetic screening,7,84
TX,Garza County,48,169,Diabetic screening,7,84
TX,Glasscock County,48,173,Diabetic screening,7,84
MO,Harrison County,29,81,Diabetic screening,7,84
MO,Howard County,29,89,Diabetic screening,7,84
MO,Carter County,29,35,Diabetic screening,7,84
MO,Clinton County,29,49,Diabetic screening,7,84
MO,Cooper County,29,53,Diabetic screening,7,84
MO,Crawford County,29,55,Diabetic screening,7,84
MN,Chippewa County,27,23,Diabetic screening,7,84
MN,Faribault County,27,43,Diabetic screening,7,84
VA,Manassas city,51,683,Diabetic screening,7,84
VA,Roanoke city,51,770,Diabetic screening,7,84
CA,Colusa County,6,11,Diabetic screening,7,84
CA,El Dorado County,6,17,Diabetic screening,7,84
CA,Inyo County,6,27,Diabetic screening,7,84
TN,Marshall County,47,117,Diabetic screening,7,84
IL,Whiteside County,17,195,Diabetic screening,7,84
IL,Winnebago County,17,201,Diabetic screening,7,84
IN,Blackford County,18,9,Diabetic screening,7,84
MO,Adair County,29,1,Diabetic screening,7,84
MO,Barry County,29,9,Diabetic screening,7,84
MO,Buchanan County,29,21,Diabetic screening,7,84
ND,Dunn County,38,25,Diabetic screening,7,84
ND,Grant County,38,37,Diabetic screening,7,84
TX,Concho County,48,95,Diabetic screening,7,84
FL,Jackson County,12,63,Diabetic screening,7,84
MN,Kittson County,27,69,Diabetic screening,7,84
OH,Mahoning County,39,99,Diabetic screening,7,84
OH,Marion County,39,101,Diabetic screening,7,84
MN,Carver County,27,19,Diabetic screening,7,84
IL,Sangamon County,17,167,Diabetic screening,7,84
IL,Scott County,17,171,Diabetic screening,7,84
IL,Shelby County,17,173,Diabetic screening,7,84
IL,Stark County,17,175,Diabetic screening,7,84
ID,Kootenai County,16,55,Diabetic screening,7,84
TX,Denton County,48,121,Diabetic screening,7,84
TX,Duval County,48,131,Diabetic screening,7,84
MS,Webster County,28,155,Diabetic screening,7,84
ND,McIntosh County,38,51,Diabetic screening,7,84
TX,Blanco County,48,31,Diabetic screening,7,84
IL,Macoupin County,17,117,Diabetic screening,7,84
WA,Asotin County,53,3,Diabetic screening,7,84
WA,Columbia County,53,13,Diabetic screening,7,84
CA,Amador County,6,5,Diabetic screening,7,84
IL,Pope County,17,151,Diabetic screening,7,84
TN,Moore County,47,127,Diabetic screening,7,84
ID,Lincoln County,16,63,Diabetic screening,7,84
ID,Nez Perce County,16,69,Diabetic screening,7,84
TX,Caldwell County,48,55,Diabetic screening,7,84
TX,Camp County,48,63,Diabetic screening,7,84
TX,Coke County,48,81,Diabetic screening,7,84
WA,Skamania County,53,59,Diabetic screening,7,84
WA,Mason County,53,45,Diabetic screening,7,84
AR,Newton County,5,101,Diabetic screening,7,84
AR,Perry County,5,105,Diabetic screening,7,84
WA,Pend Oreille County,53,51,Diabetic screening,7,84
WA,Pierce County,53,53,Diabetic screening,7,84
MN,Renville County,27,129,Diabetic screening,7,84
FL,Lee County,12,71,Diabetic screening,7,84
FL,Levy County,12,75,Diabetic screening,7,84
WV,Braxton County,54,7,Diabetic screening,7,84
ND,Renville County,38,75,Diabetic screening,7,84
MS,Jefferson Davis County,28,65,Diabetic screening,7,84
IL,Brown County,17,9,Diabetic screening,7,84
IL,Cass County,17,17,Diabetic screening,7,84
IL,Clay County,17,25,Diabetic screening,7,84
TN,White County,47,185,Diabetic screening,7,84
TX,Austin County,48,15,Diabetic screening,7,84
IL,Marshall County,17,123,Diabetic screening,7,84
IL,Massac County,17,127,Diabetic screening,7,84
IL,Menard County,17,129,Diabetic screening,7,84
IL,Hardin County,17,69,Diabetic screening,7,84
IL,Jersey County,17,83,Diabetic screening,7,84
IL,Kane County,17,89,Diabetic screening,7,84
TN,Sequatchie County,47,153,Diabetic screening,7,84
MN,Todd County,27,153,Diabetic screening,7,84
MN,Wadena County,27,159,Diabetic screening,7,84
MN,Wilkin County,27,167,Diabetic screening,7,84
MN,Wright County,27,171,Diabetic screening,7,84
MN,Pipestone County,27,117,Diabetic screening,7,84
WA,Jefferson County,53,31,Diabetic screening,7,84
MS,Lincoln County,28,85,Diabetic screening,7,84
MS,Marshall County,28,93,Diabetic screening,7,84
MS,Monroe County,28,95,Diabetic screening,7,84
OH,Carroll County,39,19,Diabetic screening,7,84
OH,Clark County,39,23,Diabetic screening,7,84
OH,Clermont County,39,25,Diabetic screening,7,84
OH,Darke County,39,37,Diabetic screening,7,84
MS,DeSoto County,28,33,Diabetic screening,7,84
MS,Issaquena County,28,55,Diabetic screening,7,84
MS,Itawamba County,28,57,Diabetic screening,7,84
TN,Unicoi County,47,171,Diabetic screening,7,84
TN,Union County,47,173,Diabetic screening,7,84
TN,Washington County,47,179,Diabetic screening,7,84
IL,DeKalb County,17,37,Diabetic screening,7,84
OH,Fairfield County,39,45,Diabetic screening,7,84
OH,Fayette County,39,47,Diabetic screening,7,84
OH,Geauga County,39,55,Diabetic screening,7,84
OH,Hamilton County,39,61,Diabetic screening,7,84
MS,Benton County,28,9,Diabetic screening,7,84
MS,Choctaw County,28,19,Diabetic screening,7,84
NY,Montgomery County,36,57,Diabetic screening,7,84
NM,Colfax County,35,7,Diabetic screening,7,84
NY,Niagara County,36,63,Diabetic screening,7,84
NY,Oneida County,36,65,Diabetic screening,7,84
GA,Burke County,13,33,Diabetic screening,7,84
GA,Butts County,13,35,Diabetic screening,7,84
NY,Dutchess County,36,27,Diabetic screening,7,84
NY,Essex County,36,31,Diabetic screening,7,84
NY,Greene County,36,39,Diabetic screening,7,84
AL,Autauga County,1,1,Diabetic screening,7,84
AL,Chilton County,1,21,Diabetic screening,7,84
AL,Choctaw County,1,23,Diabetic screening,7,84
NY,Chenango County,36,17,Diabetic screening,7,84
NY,Columbia County,36,21,Diabetic screening,7,83
NY,Cattaraugus County,36,9,Diabetic screening,7,83
KY,Hancock County,21,91,Diabetic screening,7,83
SD,South Dakota,46,0,Diabetic screening,7,83
SD,Bon Homme County,46,9,Diabetic screening,7,83
SD,Butte County,46,19,Diabetic screening,7,83
CO,Hinsdale County,8,53,Diabetic screening,7,83
GA,Cobb County,13,67,Diabetic screening,7,83
UT,Sanpete County,49,39,Diabetic screening,7,83
UT,Tooele County,49,45,Diabetic screening,7,83
UT,Wasatch County,49,51,Diabetic screening,7,83
NY,Wyoming County,36,121,Diabetic screening,7,83
AL,Randolph County,1,111,Diabetic screening,7,83
SD,Hanson County,46,61,Diabetic screening,7,83
KY,Anderson County,21,5,Diabetic screening,7,83
KY,Barren County,21,9,Diabetic screening,7,83
KY,Boone County,21,15,Diabetic screening,7,83
SC,Pickens County,45,77,Diabetic screening,7,83
IL,Jefferson County,17,81,Diabetic screening,7,83
TN,Smith County,47,159,Diabetic screening,7,83
MN,Waseca County,27,161,Diabetic screening,7,83
OH,Athens County,39,9,Diabetic screening,7,83
OH,Auglaize County,39,11,Diabetic screening,7,83
OH,Butler County,39,17,Diabetic screening,7,83
OH,Crawford County,39,33,Diabetic screening,7,83
TN,Stewart County,47,161,Diabetic screening,7,83
IL,De Witt County,17,39,Diabetic screening,7,83
IL,DuPage County,17,43,Diabetic screening,7,83
IL,Fayette County,17,51,Diabetic screening,7,83
OH,Franklin County,39,49,Diabetic screening,7,83
MS,Attala County,28,7,Diabetic screening,7,83
MS,Chickasaw County,28,17,Diabetic screening,7,83
IL,Madison County,17,119,Diabetic screening,7,83
AL,Lowndes County,1,85,Diabetic screening,7,83
WA,Lincoln County,53,43,Diabetic screening,7,83
MN,Red Lake County,27,125,Diabetic screening,7,83
FL,Jefferson County,12,65,Diabetic screening,7,83
FL,Lake County,12,69,Diabetic screening,7,83
FL,Liberty County,12,77,Diabetic screening,7,83
FL,Madison County,12,79,Diabetic screening,7,83
FL,Manatee County,12,81,Diabetic screening,7,83
FL,Citrus County,12,17,Diabetic screening,7,83
ND,Pembina County,38,67,Diabetic screening,7,83
MS,Montgomery County,28,97,Diabetic screening,7,83
ND,Slope County,38,87,Diabetic screening,7,83
OH,Allen County,39,3,Diabetic screening,7,83
IL,Alexander County,17,3,Diabetic screening,7,83
IL,Calhoun County,17,13,Diabetic screening,7,83
IL,Clark County,17,23,Diabetic screening,7,83
TX,Aransas County,48,7,Diabetic screening,7,83
MN,Murray County,27,101,Diabetic screening,7,83
MN,Hubbard County,27,57,Diabetic screening,7,83
AR,Searcy County,5,129,Diabetic screening,7,83
AR,Van Buren County,5,141,Diabetic screening,7,83
CA,Alpine County,6,3,Diabetic screening,7,83
IL,Perry County,17,145,Diabetic screening,7,83
ID,Oneida County,16,71,Diabetic screening,7,83
ID,Owyhee County,16,73,Diabetic screening,7,83
ID,Twin Falls County,16,83,Diabetic screening,7,83
TX,Calhoun County,48,57,Diabetic screening,7,83
TX,Callahan County,48,59,Diabetic screening,7,83
WA,Stevens County,53,65,Diabetic screening,7,83
WA,Yakima County,53,77,Diabetic screening,7,83
AR,Johnson County,5,71,Diabetic screening,7,83
AR,Lawrence County,5,75,Diabetic screening,7,83
WV,Boone County,54,5,Diabetic screening,7,83
OH,Madison County,39,97,Diabetic screening,7,83
IL,Mercer County,17,131,Diabetic screening,7,83
ID,Clearwater County,16,35,Diabetic screening,7,83
ID,Franklin County,16,41,Diabetic screening,7,83
ID,Jerome County,16,53,Diabetic screening,7,83
ID,Lemhi County,16,59,Diabetic screening,7,83
ND,Kidder County,38,43,Diabetic screening,7,83
MS,Tallahatchie County,28,135,Diabetic screening,7,83
MS,Tate County,28,137,Diabetic screening,7,83
TX,Bandera County,48,19,Diabetic screening,7,83
TX,Borden County,48,33,Diabetic screening,7,83
TX,Brooks County,48,47,Diabetic screening,7,83
FL,Collier County,12,21,Diabetic screening,7,83
TN,Rhea County,47,143,Diabetic screening,7,83
IL,McHenry County,17,111,Diabetic screening,7,83
IL,Macon County,17,115,Diabetic screening,7,83
IN,Allen County,18,3,Diabetic screening,7,83
MS,Yalobusha County,28,161,Diabetic screening,7,83
MO,Missouri,29,0,Diabetic screening,7,83
MO,Andrew County,29,3,Diabetic screening,7,83
MO,Audrain County,29,7,Diabetic screening,7,83
MO,Caldwell County,29,25,Diabetic screening,7,83
TX,Colorado County,48,89,Diabetic screening,7,83
TX,Comal County,48,91,Diabetic screening,7,83
TX,Crockett County,48,105,Diabetic screening,7,83
TX,Dawson County,48,115,Diabetic screening,7,83
ID,Clark County,16,33,Diabetic screening,7,83
FL,Holmes County,12,59,Diabetic screening,7,83
FL,Indian River County,12,61,Diabetic screening,7,83
MN,Lac qui Parle County,27,73,Diabetic screening,7,83
MN,Lake of the Woods County,27,77,Diabetic screening,7,83
MN,Le Sueur County,27,79,Diabetic screening,7,83
MI,Tuscola County,26,157,Diabetic screening,7,83
MN,Aitkin County,27,1,Diabetic screening,7,83
MI,Oakland County,26,125,Diabetic screening,7,83
VA,Covington city,51,580,Diabetic screening,7,83
IN,Jennings County,18,79,Diabetic screening,7,83
IN,Crawford County,18,25,Diabetic screening,7,83
ID,Camas County,16,25,Diabetic screening,7,83
ID,Canyon County,16,27,Diabetic screening,7,83
TX,Franklin County,48,159,Diabetic screening,7,83
MO,Grundy County,29,79,Diabetic screening,7,83
MO,Holt County,29,87,Diabetic screening,7,83
MO,Cass County,29,37,Diabetic screening,7,83
IL,Montgomery County,17,135,Diabetic screening,7,83
IL,Morgan County,17,137,Diabetic screening,7,83
TN,Lauderdale County,47,97,Diabetic screening,7,83
TN,Marion County,47,115,Diabetic screening,7,83
CA,Madera County,6,39,Diabetic screening,7,83
CA,Mariposa County,6,43,Diabetic screening,7,83
CA,Mono County,6,51,Diabetic screening,7,83
VA,Hopewell city,51,670,Diabetic screening,7,83
MI,Otsego County,26,137,Diabetic screening,7,83
IN,Noble County,18,113,Diabetic screening,7,83
MO,Johnson County,29,101,Diabetic screening,7,83
MO,Knox County,29,103,Diabetic screening,7,83
MO,Lafayette County,29,107,Diabetic screening,7,83
MO,Livingston County,29,117,Diabetic screening,7,83
MO,Macon County,29,121,Diabetic screening,7,83
MO,DeKalb County,29,63,Diabetic screening,7,83
HI,Maui County,15,9,Diabetic screening,7,83
ID,Ada County,16,1,Diabetic screening,7,83
IN,Brown County,18,13,Diabetic screening,7,83
IN,Carroll County,18,15,Diabetic screening,7,83
MI,Mackinac County,26,97,Diabetic screening,7,83
OH,Miami County,39,109,Diabetic screening,7,83
OH,Monroe County,39,111,Diabetic screening,7,83
OH,Montgomery County,39,113,Diabetic screening,7,83
HI,Honolulu County,15,3,Diabetic screening,7,83
HI,Kalawao County,15,5,Diabetic screening,7,83
HI,Kauai County,15,7,Diabetic screening,7,83
TX,Gregg County,48,183,Diabetic screening,7,83
TX,Hansford County,48,195,Diabetic screening,7,83
MO,Mississippi County,29,133,Diabetic screening,7,83
MO,Ozark County,29,153,Diabetic screening,7,83
MO,Jefferson County,29,99,Diabetic screening,7,83
IN,Elkhart County,18,39,Diabetic screening,7,83
IN,Fountain County,18,45,Diabetic screening,7,83
VA,Fairfax city,51,600,Diabetic screening,7,83
VA,Fredericksburg city,51,630,Diabetic screening,7,83
MI,Hillsdale County,26,59,Diabetic screening,7,83
IN,Perry County,18,123,Diabetic screening,7,83
IN,Posey County,18,129,Diabetic screening,7,83
IN,Ripley County,18,137,Diabetic screening,7,83
IN,Lagrange County,18,87,Diabetic screening,7,83
IN,Lawrence County,18,93,Diabetic screening,7,83
WV,Harrison County,54,33,Diabetic screening,7,83
AR,Franklin County,5,47,Diabetic screening,7,83
AR,Fulton County,5,49,Diabetic screening,7,83
MO,Madison County,29,123,Diabetic screening,7,83
TX,Gray County,48,179,Diabetic screening,7,83
GA,Wheeler County,13,309,Diabetic screening,7,83
HI,Hawaii,15,0,Diabetic screening,7,83
TN,Greene County,47,59,Diabetic screening,7,83
TN,Hamblen County,47,63,Diabetic screening,7,83
MI,Luce County,26,95,Diabetic screening,7,83
IN,Newton County,18,111,Diabetic screening,7,83
MI,Gogebic County,26,53,Diabetic screening,7,83
FL,Hamilton County,12,47,Diabetic screening,7,83
VA,Charles City County,51,36,Diabetic screening,7,83
IN,Vanderburgh County,18,163,Diabetic screening,7,83
IN,Vermillion County,18,165,Diabetic screening,7,83
MO,Ray County,29,177,Diabetic screening,7,83
MO,Ripley County,29,181,Diabetic screening,7,83
MO,St. Charles County,29,183,Diabetic screening,7,83
NC,Tyrrell County,37,177,Diabetic screening,7,83
WV,Brooke County,54,9,Diabetic screening,7,83
TX,Haskell County,48,207,Diabetic screening,7,83
GA,Taylor County,13,269,Diabetic screening,7,83
GA,Toombs County,13,279,Diabetic screening,7,83
GA,Walton County,13,297,Diabetic screening,7,83
OH,Paulding County,39,125,Diabetic screening,7,83
MI,Michigan,26,0,Diabetic screening,7,83
IA,Davis County,19,51,Diabetic screening,7,83
IN,Starke County,18,149,Diabetic screening,7,83
FL,Bradford County,12,7,Diabetic screening,7,83
VA,Accomack County,51,1,Diabetic screening,7,83
VA,Amherst County,51,9,Diabetic screening,7,83
TX,Hutchinson County,48,233,Diabetic screening,7,83
TX,Jeff Davis County,48,243,Diabetic screening,7,83
MO,St. Louis County,29,189,Diabetic screening,7,83
MO,Shannon County,29,203,Diabetic screening,7,83
MO,Shelby County,29,205,Diabetic screening,7,83
MO,Vernon County,29,217,Diabetic screening,7,83
MO,Pike County,29,163,Diabetic screening,7,83
MO,Polk County,29,167,Diabetic screening,7,83
MO,Randolph County,29,175,Diabetic screening,7,83
IN,Morgan County,18,109,Diabetic screening,7,83
FL,Broward County,12,11,Diabetic screening,7,83
FL,Calhoun County,12,13,Diabetic screening,7,83
CO,San Juan County,8,111,Diabetic screening,7,83
OH,Preble County,39,135,Diabetic screening,7,83
OH,Seneca County,39,147,Diabetic screening,7,83
IA,Fremont County,19,71,Diabetic screening,7,83
VA,Fairfax County,51,59,Diabetic screening,7,83
WV,Wayne County,54,99,Diabetic screening,7,83
WV,Wood County,54,107,Diabetic screening,7,83
NC,Perquimans County,37,143,Diabetic screening,7,83
MT,Carter County,30,11,Diabetic screening,7,83
MT,Custer County,30,17,Diabetic screening,7,83
FL,Pinellas County,12,103,Diabetic screening,7,83
FL,St. Lucie County,12,111,Diabetic screening,7,83
TN,Fayette County,47,47,Diabetic screening,7,83
FL,Franklin County,12,37,Diabetic screening,7,83
CT,New London County,9,11,Diabetic screening,7,83
IA,Mitchell County,19,131,Diabetic screening,7,83
IA,Montgomery County,19,137,Diabetic screening,7,83
IA,Union County,19,175,Diabetic screening,7,83
