state,county,state_code,county_code,year_span,measure_name,measure_id,rate
NV,Churchill County,32,1,2007,Adult obesity,11,27
NC,Perquimans County,37,143,2004,Adult obesity,11,27
IL,Crawford County,17,33,2006,Adult obesity,11,27
IL,Crawford County,17,33,2007,Adult obesity,11,27
IL,Crawford County,17,33,2008,Adult obesity,11,27
MI,Houghton County,26,61,2010,Adult obesity,11,27
MI,Huron County,26,63,2004,Adult obesity,11,27
KS,Labette County,20,99,2005,Adult obesity,11,27
MI,Ingham County,26,65,2005,Adult obesity,11,27
KS,Kingman County,20,95,2005,Adult obesity,11,27
KS,Kiowa County,20,97,2006,Adult obesity,11,27
VA,Tazewell County,51,185,2005,Adult obesity,11,27
IL,Cumberland County,17,35,2006,Adult obesity,11,27
IL,Cumberland County,17,35,2007,Adult obesity,11,27
IL,Cumberland County,17,35,2008,Adult obesity,11,27
VA,Washington County,51,191,2006,Adult obesity,11,27
VA,Washington County,51,191,2009,Adult obesity,11,27
VA,Westmoreland County,51,193,2004,Adult obesity,11,27
TX,Eastland County,48,133,2006,Adult obesity,11,27
TX,Eastland County,48,133,2008,Adult obesity,11,27
PA,Lancaster County,42,71,2007,Adult obesity,11,27
GA,Clarke County,13,59,2008,Adult obesity,11,27
GA,Clarke County,13,59,2010,Adult obesity,11,27
IN,Greene County,18,55,2005,Adult obesity,11,27
TX,Edwards County,48,137,2006,Adult obesity,11,27
TX,Edwards County,48,137,2007,Adult obesity,11,27
CA,Del Norte County,6,15,2007,Adult obesity,11,27
CA,Del Norte County,6,15,2009,Adult obesity,11,27
IL,Coles County,17,29,2007,Adult obesity,11,27
IL,Coles County,17,29,2008,Adult obesity,11,27
NC,Rockingham County,37,157,2004,Adult obesity,11,27
NC,Rowan County,37,159,2004,Adult obesity,11,27
IL,Clark County,17,23,2007,Adult obesity,11,27
IL,Clark County,17,23,2008,Adult obesity,11,27
VA,Stafford County,51,179,2005,Adult obesity,11,27
VA,Stafford County,51,179,2006,Adult obesity,11,27
VA,Stafford County,51,179,2008,Adult obesity,11,27
TX,Erath County,48,143,2006,Adult obesity,11,27
TX,Erath County,48,143,2007,Adult obesity,11,27
MN,Sherburne County,27,141,2006,Adult obesity,11,27
PA,Indiana County,42,63,2006,Adult obesity,11,27
MO,Ralls County,29,173,2004,Adult obesity,11,27
IN,Gibson County,18,51,2004,Adult obesity,11,27
IN,Greene County,18,55,2004,Adult obesity,11,27
PA,Juniata County,42,67,2004,Adult obesity,11,27
PA,Juniata County,42,67,2005,Adult obesity,11,27
MO,Ripley County,29,181,2004,Adult obesity,11,27
IL,Clay County,17,25,2008,Adult obesity,11,27
IL,Clinton County,17,27,2006,Adult obesity,11,27
IL,Clinton County,17,27,2007,Adult obesity,11,27
NC,Rowan County,37,159,2005,Adult obesity,11,27
IL,Morgan County,17,137,2007,Adult obesity,11,27
IL,Morgan County,17,137,2008,Adult obesity,11,27
IL,Moultrie County,17,139,2007,Adult obesity,11,27
MI,Iron County,26,71,2005,Adult obesity,11,27
MI,Iron County,26,71,2006,Adult obesity,11,27
MI,Isabella County,26,73,2004,Adult obesity,11,27
MI,Isabella County,26,73,2005,Adult obesity,11,27
MI,Jackson County,26,75,2004,Adult obesity,11,27
MI,Jackson County,26,75,2006,Adult obesity,11,27
VA,Shenandoah County,51,171,2008,Adult obesity,11,27
VA,Smyth County,51,173,2007,Adult obesity,11,27
VA,Smyth County,51,173,2008,Adult obesity,11,27
VA,Southampton County,51,175,2004,Adult obesity,11,27
VA,Southampton County,51,175,2005,Adult obesity,11,27
IL,Moultrie County,17,139,2008,Adult obesity,11,27
IL,Ogle County,17,141,2007,Adult obesity,11,27
IL,Ogle County,17,141,2008,Adult obesity,11,27
NC,Rutherford County,37,161,2006,Adult obesity,11,27
IL,Champaign County,17,19,2008,Adult obesity,11,27
IL,Champaign County,17,19,2010,Adult obesity,11,27
IL,Clay County,17,25,2006,Adult obesity,11,27
IL,Clay County,17,25,2007,Adult obesity,11,27
VA,Scott County,51,169,2008,Adult obesity,11,27
IL,Christian County,17,21,2007,Adult obesity,11,27
IL,Christian County,17,21,2008,Adult obesity,11,27
NC,Stanly County,37,167,2004,Adult obesity,11,27
NC,Stanly County,37,167,2005,Adult obesity,11,27
NC,Stanly County,37,167,2007,Adult obesity,11,27
NC,Stanly County,37,167,2010,Adult obesity,11,27
NC,Stokes County,37,169,2006,Adult obesity,11,27
MO,Reynolds County,29,179,2004,Adult obesity,11,27
IN,Franklin County,18,47,2005,Adult obesity,11,27
IN,Fulton County,18,49,2005,Adult obesity,11,27
IN,Fulton County,18,49,2006,Adult obesity,11,27
MN,Sherburne County,27,141,2008,Adult obesity,11,27
MN,Sibley County,27,143,2006,Adult obesity,11,27
MN,Stearns County,27,145,2007,Adult obesity,11,27
MN,Stearns County,27,145,2008,Adult obesity,11,27
VA,Rockingham County,51,165,2009,Adult obesity,11,27
NE,Webster County,31,181,2005,Adult obesity,11,27
NE,Wheeler County,31,183,2006,Adult obesity,11,27
NE,Wheeler County,31,183,2009,Adult obesity,11,27
NE,Wheeler County,31,183,2010,Adult obesity,11,27
NE,York County,31,185,2005,Adult obesity,11,27
VA,Russell County,51,167,2007,Adult obesity,11,27
VA,Russell County,51,167,2008,Adult obesity,11,27
TX,Falls County,48,145,2005,Adult obesity,11,27
TX,Fannin County,48,147,2004,Adult obesity,11,27
MO,St. Francois County,29,187,2004,Adult obesity,11,27
IN,Fountain County,18,45,2005,Adult obesity,11,27
PA,Franklin County,42,55,2006,Adult obesity,11,27
PA,Franklin County,42,55,2007,Adult obesity,11,27
GA,Clinch County,13,65,2004,Adult obesity,11,27
VA,Richmond County,51,159,2005,Adult obesity,11,27
NE,Washington County,31,177,2004,Adult obesity,11,27
NE,Washington County,31,177,2006,Adult obesity,11,27
NE,Washington County,31,177,2007,Adult obesity,11,27
IL,Carroll County,17,15,2008,Adult obesity,11,27
IL,Carroll County,17,15,2009,Adult obesity,11,27
VA,Roanoke County,51,161,2009,Adult obesity,11,27
VA,Roanoke County,51,161,2010,Adult obesity,11,27
VA,Rockbridge County,51,163,2006,Adult obesity,11,27
VA,Rockingham County,51,165,2006,Adult obesity,11,27
VA,Rockingham County,51,165,2007,Adult obesity,11,27
MO,Saline County,29,195,2004,Adult obesity,11,27
MO,Schuyler County,29,197,2005,Adult obesity,11,27
MO,Scotland County,29,199,2005,Adult obesity,11,27
PA,Forest County,42,53,2004,Adult obesity,11,27
PA,Forest County,42,53,2006,Adult obesity,11,27
TX,Fayette County,48,149,2008,Adult obesity,11,27
TX,Fisher County,48,151,2007,Adult obesity,11,27
TX,Fisher County,48,151,2008,Adult obesity,11,27
IL,Cass County,17,17,2006,Adult obesity,11,27
IL,Cass County,17,17,2007,Adult obesity,11,27
NC,Union County,37,179,2007,Adult obesity,11,27
NC,Union County,37,179,2010,Adult obesity,11,27
IL,Bureau County,17,11,2008,Adult obesity,11,27
VA,Pulaski County,51,155,2009,Adult obesity,11,27
VA,Pulaski County,51,155,2010,Adult obesity,11,27
TX,Floyd County,48,153,2006,Adult obesity,11,27
TX,Floyd County,48,153,2007,Adult obesity,11,27
PA,Delaware County,42,45,2009,Adult obesity,11,27
PA,Elk County,42,47,2004,Adult obesity,11,27
PA,Elk County,42,47,2005,Adult obesity,11,27
IN,Dubois County,18,37,2006,Adult obesity,11,27
IN,Dubois County,18,37,2007,Adult obesity,11,27
IN,Elkhart County,18,39,2005,Adult obesity,11,27
IN,Fayette County,18,41,2005,Adult obesity,11,27
IN,De Kalb County,18,33,2004,Adult obesity,11,27
GA,Columbia County,13,73,2007,Adult obesity,11,27
GA,Columbia County,13,73,2008,Adult obesity,11,27
TX,Foard County,48,155,2008,Adult obesity,11,27
IL,Perry County,17,145,2006,Adult obesity,11,27
IL,Calhoun County,17,13,2008,Adult obesity,11,27
NC,Wake County,37,183,2007,Adult obesity,11,27
NC,Wake County,37,183,2008,Adult obesity,11,27
VA,Prince George County,51,149,2004,Adult obesity,11,27
VA,Prince George County,51,149,2006,Adult obesity,11,27
MI,Kalkaska County,26,79,2005,Adult obesity,11,27
VA,Prince William County,51,153,2005,Adult obesity,11,27
VA,Prince William County,51,153,2009,Adult obesity,11,27
CA,Glenn County,6,21,2009,Adult obesity,11,27
CA,Glenn County,6,21,2010,Adult obesity,11,27
IL,Bond County,17,5,2006,Adult obesity,11,27
IL,Boone County,17,7,2006,Adult obesity,11,27
IL,Boone County,17,7,2008,Adult obesity,11,27
IL,Peoria County,17,143,2005,Adult obesity,11,27
IL,Peoria County,17,143,2008,Adult obesity,11,27
IL,Peoria County,17,143,2010,Adult obesity,11,27
IL,Perry County,17,145,2005,Adult obesity,11,27
TX,Franklin County,48,159,2008,Adult obesity,11,27
PA,Delaware County,42,45,2008,Adult obesity,11,27
PA,Clinton County,42,35,2004,Adult obesity,11,27
GA,Crawford County,13,79,2004,Adult obesity,11,27
GA,Crawford County,13,79,2005,Adult obesity,11,27
MO,Shelby County,29,205,2004,Adult obesity,11,27
MO,Shelby County,29,205,2005,Adult obesity,11,27
MO,Stone County,29,209,2005,Adult obesity,11,27
MO,Sullivan County,29,211,2004,Adult obesity,11,27
IN,Dearborn County,18,29,2005,Adult obesity,11,27
IN,Dearborn County,18,29,2006,Adult obesity,11,27
PA,Clinton County,42,35,2007,Adult obesity,11,27
MO,Texas County,29,215,2004,Adult obesity,11,27
IL,Brown County,17,9,2006,Adult obesity,11,27
NE,Sioux County,31,165,2006,Adult obesity,11,27
NE,Stanton County,31,167,2005,Adult obesity,11,27
NE,Thomas County,31,171,2005,Adult obesity,11,27
NC,Wilkes County,37,193,2006,Adult obesity,11,27
VA,Powhatan County,51,145,2008,Adult obesity,11,27
VA,Prince Edward County,51,147,2005,Adult obesity,11,27
MO,Texas County,29,215,2005,Adult obesity,11,27
MO,Vernon County,29,217,2004,Adult obesity,11,27
MO,Taney County,29,213,2005,Adult obesity,11,27
IN,Clinton County,18,23,2005,Adult obesity,11,27
IN,Clinton County,18,23,2006,Adult obesity,11,27
IN,Crawford County,18,25,2005,Adult obesity,11,27
IN,Daviess County,18,27,2004,Adult obesity,11,27
MN,St. Louis County,27,137,2010,Adult obesity,11,27
MN,Scott County,27,139,2006,Adult obesity,11,27
TX,Franklin County,48,159,2009,Adult obesity,11,27
IL,Alexander County,17,3,2005,Adult obesity,11,27
NC,Yancey County,37,199,2009,Adult obesity,11,27
ND,North Dakota,38,0,2006,Adult obesity,11,27
MI,Lenawee County,26,91,2004,Adult obesity,11,27
MI,Lenawee County,26,91,2005,Adult obesity,11,27
MI,Livingston County,26,93,2008,Adult obesity,11,27
MI,Livingston County,26,93,2009,Adult obesity,11,27
MI,Keweenaw County,26,83,2005,Adult obesity,11,27
VA,Page County,51,139,2006,Adult obesity,11,27
VA,Patrick County,51,141,2007,Adult obesity,11,27
MI,Leelanau County,26,89,2004,Adult obesity,11,27
IL,Piatt County,17,147,2007,Adult obesity,11,27
IL,Piatt County,17,147,2008,Adult obesity,11,27
IL,Pike County,17,149,2007,Adult obesity,11,27
ND,Adams County,38,1,2005,Adult obesity,11,27
ND,Barnes County,38,3,2009,Adult obesity,11,27
ND,Barnes County,38,3,2010,Adult obesity,11,27
IL,Adams County,17,1,2008,Adult obesity,11,27
TX,Freestone County,48,161,2006,Adult obesity,11,27
GA,Dade County,13,83,2006,Adult obesity,11,27
GA,Dade County,13,83,2007,Adult obesity,11,27
GA,Dawson County,13,85,2008,Adult obesity,11,27
TX,Frio County,48,163,2007,Adult obesity,11,27
TX,Frio County,48,163,2008,Adult obesity,11,27
TX,Galveston County,48,167,2006,Adult obesity,11,27
ID,Valley County,16,85,2008,Adult obesity,11,27
ID,Valley County,16,85,2009,Adult obesity,11,27
IL,Illinois,17,0,2009,Adult obesity,11,27
VA,Nottoway County,51,135,2005,Adult obesity,11,27
VA,Orange County,51,137,2006,Adult obesity,11,27
VA,Orange County,51,137,2007,Adult obesity,11,27
VA,Orange County,51,137,2008,Adult obesity,11,27
TX,Garza County,48,169,2006,Adult obesity,11,27
PA,Butler County,42,19,2009,Adult obesity,11,27
PA,Cambria County,42,21,2005,Adult obesity,11,27
PA,Cameron County,42,23,2005,Adult obesity,11,27
PA,Carbon County,42,25,2006,Adult obesity,11,27
PA,Centre County,42,27,2007,Adult obesity,11,27
PA,Centre County,42,27,2009,Adult obesity,11,27
MO,Webster County,29,225,2004,Adult obesity,11,27
MO,Webster County,29,225,2005,Adult obesity,11,27
MO,Worth County,29,227,2005,Adult obesity,11,27
IN,Boone County,18,11,2005,Adult obesity,11,27
CA,Imperial County,6,25,2008,Adult obesity,11,27
ND,Billings County,38,7,2006,Adult obesity,11,27
NE,Seward County,31,159,2007,Adult obesity,11,27
NE,Sheridan County,31,161,2005,Adult obesity,11,27
NE,Sheridan County,31,161,2007,Adult obesity,11,27
NE,Sheridan County,31,161,2009,Adult obesity,11,27
NE,Sherman County,31,163,2004,Adult obesity,11,27
ND,Bottineau County,38,9,2006,Adult obesity,11,27
ND,Bottineau County,38,9,2007,Adult obesity,11,27
ND,Bottineau County,38,9,2008,Adult obesity,11,27
IN,Brown County,18,13,2005,Adult obesity,11,27
MO,Washington County,29,221,2004,Adult obesity,11,27
MO,Wayne County,29,223,2004,Adult obesity,11,27
MO,Wayne County,29,223,2005,Adult obesity,11,27
PA,Butler County,42,19,2005,Adult obesity,11,27
TX,Gillespie County,48,171,2009,Adult obesity,11,27
TX,Glasscock County,48,173,2007,Adult obesity,11,27
MI,Livingston County,26,93,2010,Adult obesity,11,27
MI,Luce County,26,95,2004,Adult obesity,11,27
KS,Harper County,20,77,2005,Adult obesity,11,27
VA,New Kent County,51,127,2006,Adult obesity,11,27
ND,Bowman County,38,11,2005,Adult obesity,11,27
ND,Burke County,38,13,2005,Adult obesity,11,27
ND,Burke County,38,13,2006,Adult obesity,11,27
ND,Burleigh County,38,15,2010,Adult obesity,11,27
VA,Northumberland County,51,133,2006,Adult obesity,11,27
MN,Rock County,27,133,2006,Adult obesity,11,27
MN,Roseau County,27,135,2006,Adult obesity,11,27
GA,DeKalb County,13,89,2008,Adult obesity,11,27
PA,Bradford County,42,15,2004,Adult obesity,11,27
PA,Bradford County,42,15,2007,Adult obesity,11,27
TX,Goliad County,48,175,2008,Adult obesity,11,27
TX,Gonzales County,48,177,2006,Adult obesity,11,27
TX,Gray County,48,179,2006,Adult obesity,11,27
NE,Sarpy County,31,153,2005,Adult obesity,11,27
NE,Saunders County,31,155,2004,Adult obesity,11,27
NE,Saunders County,31,155,2005,Adult obesity,11,27
NE,Scotts Bluff County,31,157,2005,Adult obesity,11,27
ND,Cavalier County,38,19,2005,Adult obesity,11,27
ND,Cavalier County,38,19,2006,Adult obesity,11,27
ND,Dickey County,38,21,2007,Adult obesity,11,27
PA,Beaver County,42,7,2006,Adult obesity,11,27
PA,Bedford County,42,9,2004,Adult obesity,11,27
PA,Bedford County,42,9,2005,Adult obesity,11,27
PA,Bedford County,42,9,2006,Adult obesity,11,27
PA,Bedford County,42,9,2008,Adult obesity,11,27
PA,Berks County,42,11,2006,Adult obesity,11,27
GA,Dawson County,13,85,2009,Adult obesity,11,27
GA,Dawson County,13,85,2010,Adult obesity,11,27
GA,DeKalb County,13,89,2007,Adult obesity,11,27
TX,Grayson County,48,181,2009,Adult obesity,11,27
TX,Grayson County,48,181,2010,Adult obesity,11,27
TX,Gregg County,48,183,2006,Adult obesity,11,27
TX,Grimes County,48,185,2004,Adult obesity,11,27
TX,Grimes County,48,185,2005,Adult obesity,11,27
VA,Middlesex County,51,119,2008,Adult obesity,11,27
VA,Montgomery County,51,121,2010,Adult obesity,11,27
ND,Divide County,38,23,2006,Adult obesity,11,27
IL,Pope County,17,151,2006,Adult obesity,11,27
IL,Pope County,17,151,2007,Adult obesity,11,27
IL,Pope County,17,151,2008,Adult obesity,11,27
IL,Pulaski County,17,153,2005,Adult obesity,11,27
IL,Putnam County,17,155,2007,Adult obesity,11,27
ND,Dunn County,38,25,2005,Adult obesity,11,27
ND,Eddy County,38,27,2005,Adult obesity,11,27
ND,Cass County,38,17,2010,Adult obesity,11,27
MI,Manistee County,26,101,2005,Adult obesity,11,27
MI,Manistee County,26,101,2009,Adult obesity,11,27
MI,Marquette County,26,103,2004,Adult obesity,11,27
ND,Eddy County,38,27,2009,Adult obesity,11,27
ND,Emmons County,38,29,2008,Adult obesity,11,27
ID,Twin Falls County,16,83,2007,Adult obesity,11,27
TX,Guadalupe County,48,187,2006,Adult obesity,11,27
MN,Red Lake County,27,125,2007,Adult obesity,11,27
IN,Brown County,18,13,2006,Adult obesity,11,27
MO,Wright County,29,229,2004,Adult obesity,11,27
PA,Allegheny County,42,3,2010,Adult obesity,11,27
PA,Armstrong County,42,5,2004,Adult obesity,11,27
PA,Armstrong County,42,5,2005,Adult obesity,11,27
PA,Armstrong County,42,5,2006,Adult obesity,11,27
MN,Redwood County,27,127,2006,Adult obesity,11,27
MN,Redwood County,27,127,2007,Adult obesity,11,27
MN,Renville County,27,129,2006,Adult obesity,11,27
TX,Hale County,48,189,2006,Adult obesity,11,27
TX,Hall County,48,191,2007,Adult obesity,11,27
KS,Greenwood County,20,73,2006,Adult obesity,11,27
KS,Hamilton County,20,75,2005,Adult obesity,11,27
MI,Mason County,26,105,2004,Adult obesity,11,27
MI,Mason County,26,105,2005,Adult obesity,11,27
VA,Madison County,51,113,2006,Adult obesity,11,27
VA,Mathews County,51,115,2010,Adult obesity,11,27
ND,Foster County,38,31,2008,Adult obesity,11,27
ND,Golden Valley County,38,33,2006,Adult obesity,11,27
ND,Golden Valley County,38,33,2007,Adult obesity,11,27
MI,Macomb County,26,99,2006,Adult obesity,11,27
MI,Manistee County,26,101,2004,Adult obesity,11,27
NE,Polk County,31,143,2006,Adult obesity,11,27
NE,Richardson County,31,147,2005,Adult obesity,11,27
NE,Rock County,31,149,2005,Adult obesity,11,27
VA,Lunenburg County,51,111,2004,Adult obesity,11,27
TX,Hall County,48,191,2008,Adult obesity,11,27
PA,Pennsylvania,42,0,2007,Adult obesity,11,27
PA,Adams County,42,1,2008,Adult obesity,11,27
GA,Douglas County,13,97,2004,Adult obesity,11,27
GA,Douglas County,13,97,2005,Adult obesity,11,27
GA,Douglas County,13,97,2007,Adult obesity,11,27
PA,Allegheny County,42,3,2008,Adult obesity,11,27
TX,Hamilton County,48,193,2008,Adult obesity,11,27
TX,Hansford County,48,195,2008,Adult obesity,11,27
MI,Menominee County,26,109,2006,Adult obesity,11,27
ND,Hettinger County,38,41,2005,Adult obesity,11,27
ND,Hettinger County,38,41,2006,Adult obesity,11,27
ND,Hettinger County,38,41,2009,Adult obesity,11,27
ND,Kidder County,38,43,2006,Adult obesity,11,27
ND,Kidder County,38,43,2008,Adult obesity,11,27
ND,LaMoure County,38,45,2005,Adult obesity,11,27
ND,LaMoure County,38,45,2006,Adult obesity,11,27
ND,LaMoure County,38,45,2009,Adult obesity,11,27
ND,Logan County,38,47,2006,Adult obesity,11,27
TX,Hardeman County,48,197,2006,Adult obesity,11,27
TX,Hardeman County,48,197,2007,Adult obesity,11,27
IN,Bartholomew County,18,5,2005,Adult obesity,11,27
IN,Blackford County,18,9,2005,Adult obesity,11,27
OR,Yamhill County,41,71,2009,Adult obesity,11,27
KS,Kansas,20,0,2006,Adult obesity,11,27
KS,Allen County,20,1,2005,Adult obesity,11,27
TX,Hardin County,48,199,2006,Adult obesity,11,27
VA,Lee County,51,105,2005,Adult obesity,11,27
MI,Mecosta County,26,107,2004,Adult obesity,11,27
IL,Putnam County,17,155,2008,Adult obesity,11,27
IL,Randolph County,17,157,2006,Adult obesity,11,27
IL,Randolph County,17,157,2007,Adult obesity,11,27
IL,Randolph County,17,157,2008,Adult obesity,11,27
IL,Richland County,17,159,2006,Adult obesity,11,27
ID,Power County,16,77,2008,Adult obesity,11,27
ID,Shoshone County,16,79,2006,Adult obesity,11,27
MI,Mecosta County,26,107,2005,Adult obesity,11,27
KS,Grant County,20,67,2004,Adult obesity,11,27
TX,Harris County,48,201,2008,Adult obesity,11,27
MN,Polk County,27,119,2004,Adult obesity,11,27
MN,Polk County,27,119,2005,Adult obesity,11,27
MN,Pope County,27,121,2006,Adult obesity,11,27
MN,Pope County,27,121,2007,Adult obesity,11,27
MN,Pope County,27,121,2008,Adult obesity,11,27
ND,McIntosh County,38,51,2006,Adult obesity,11,27
ND,McLean County,38,55,2004,Adult obesity,11,27
ND,McLean County,38,55,2005,Adult obesity,11,27
ND,McLean County,38,55,2006,Adult obesity,11,27
ND,Mercer County,38,57,2004,Adult obesity,11,27
ND,Mercer County,38,57,2005,Adult obesity,11,27
NE,Pawnee County,31,133,2006,Adult obesity,11,27
CA,Lassen County,6,35,2009,Adult obesity,11,27
VA,King George County,51,99,2005,Adult obesity,11,27
VA,King William County,51,101,2005,Adult obesity,11,27
VA,Lancaster County,51,103,2006,Adult obesity,11,27
VA,Lancaster County,51,103,2007,Adult obesity,11,27
VA,Lancaster County,51,103,2008,Adult obesity,11,27
NE,Perkins County,31,135,2009,Adult obesity,11,27
NE,Phelps County,31,137,2005,Adult obesity,11,27
ND,Mercer County,38,57,2006,Adult obesity,11,27
ID,Owyhee County,16,73,2004,Adult obesity,11,27
ID,Owyhee County,16,73,2005,Adult obesity,11,27
ID,Owyhee County,16,73,2007,Adult obesity,11,27
ID,Owyhee County,16,73,2008,Adult obesity,11,27
ID,Payette County,16,75,2005,Adult obesity,11,27
ID,Payette County,16,75,2008,Adult obesity,11,27
ND,McHenry County,38,49,2005,Adult obesity,11,27
TX,Haskell County,48,207,2007,Adult obesity,11,27
TX,Hemphill County,48,211,2008,Adult obesity,11,27
GA,Effingham County,13,103,2004,Adult obesity,11,27
OR,Wallowa County,41,63,2008,Adult obesity,11,27
MT,Carbon County,30,9,2008,Adult obesity,11,27
MT,Carbon County,30,9,2009,Adult obesity,11,27
OR,Tillamook County,41,57,2009,Adult obesity,11,27
CA,Lake County,6,33,2009,Adult obesity,11,27
CA,Lake County,6,33,2010,Adult obesity,11,27
ID,Payette County,16,75,2009,Adult obesity,11,27
ID,Payette County,16,75,2010,Adult obesity,11,27
ND,Mercer County,38,57,2007,Adult obesity,11,27
ND,Morton County,38,59,2004,Adult obesity,11,27
ID,Oneida County,16,71,2008,Adult obesity,11,27
ND,Nelson County,38,63,2005,Adult obesity,11,27
ND,Nelson County,38,63,2007,Adult obesity,11,27
IL,Rock Island County,17,161,2004,Adult obesity,11,27
OR,Tillamook County,41,57,2010,Adult obesity,11,27
OR,Umatilla County,41,59,2004,Adult obesity,11,27
GA,Echols County,13,101,2005,Adult obesity,11,27
MN,Pennington County,27,113,2007,Adult obesity,11,27
MN,Pine County,27,115,2006,Adult obesity,11,27
MN,Pine County,27,115,2009,Adult obesity,11,27
MN,Pipestone County,27,117,2006,Adult obesity,11,27
MN,Pipestone County,27,117,2007,Adult obesity,11,27
MN,Pipestone County,27,117,2008,Adult obesity,11,27
TX,Hill County,48,217,2004,Adult obesity,11,27
TX,Hill County,48,217,2005,Adult obesity,11,27
TX,Hill County,48,217,2006,Adult obesity,11,27
IL,Rock Island County,17,161,2006,Adult obesity,11,27
IL,Rock Island County,17,161,2007,Adult obesity,11,27
IL,Rock Island County,17,161,2008,Adult obesity,11,27
IL,Rock Island County,17,161,2010,Adult obesity,11,27
NE,Otoe County,31,131,2005,Adult obesity,11,27
NE,Nance County,31,125,2006,Adult obesity,11,27
NE,Nemaha County,31,127,2005,Adult obesity,11,27
ND,Nelson County,38,63,2008,Adult obesity,11,27
ND,Oliver County,38,65,2005,Adult obesity,11,27
MI,Midland County,26,111,2004,Adult obesity,11,27
MI,Missaukee County,26,113,2004,Adult obesity,11,27
KS,Gove County,20,63,2006,Adult obesity,11,27
ND,Pierce County,38,69,2008,Adult obesity,11,27
NE,Madison County,31,119,2007,Adult obesity,11,27
NE,Madison County,31,119,2008,Adult obesity,11,27
NE,Merrick County,31,121,2005,Adult obesity,11,27
VA,Highland County,51,91,2009,Adult obesity,11,27
VA,James City County,51,95,2009,Adult obesity,11,27
VA,James City County,51,95,2010,Adult obesity,11,27
VA,King and Queen County,51,97,2005,Adult obesity,11,27
MT,Blaine County,30,5,2004,Adult obesity,11,27
TX,Hockley County,48,219,2007,Adult obesity,11,27
TX,Hockley County,48,219,2008,Adult obesity,11,27
TX,Hood County,48,221,2008,Adult obesity,11,27
TX,Howard County,48,227,2006,Adult obesity,11,27
OR,Morrow County,41,49,2006,Adult obesity,11,27
OR,Morrow County,41,49,2008,Adult obesity,11,27
MN,Olmsted County,27,109,2007,Adult obesity,11,27
MN,Olmsted County,27,109,2008,Adult obesity,11,27
MN,Otter Tail County,27,111,2006,Adult obesity,11,27
VA,Henry County,51,89,2006,Adult obesity,11,27
ND,Renville County,38,75,2006,Adult obesity,11,27
ND,Renville County,38,75,2007,Adult obesity,11,27
ID,Lincoln County,16,63,2007,Adult obesity,11,27
ID,Madison County,16,65,2009,Adult obesity,11,27
ND,Pembina County,38,67,2006,Adult obesity,11,27
ND,Pierce County,38,69,2007,Adult obesity,11,27
MT,Cascade County,30,13,2010,Adult obesity,11,27
OR,Lincoln County,41,41,2007,Adult obesity,11,27
OR,Lincoln County,41,41,2009,Adult obesity,11,27
TX,Hunt County,48,231,2006,Adult obesity,11,27
TX,Hutchinson County,48,233,2005,Adult obesity,11,27
MN,Nobles County,27,105,2006,Adult obesity,11,27
MN,Nobles County,27,105,2009,Adult obesity,11,27
MN,Norman County,27,107,2006,Adult obesity,11,27
ND,Renville County,38,75,2010,Adult obesity,11,27
ND,Richland County,38,77,2004,Adult obesity,11,27
ND,Richland County,38,77,2005,Adult obesity,11,27
ND,Richland County,38,77,2006,Adult obesity,11,27
ND,Richland County,38,77,2007,Adult obesity,11,27
ND,Sargent County,38,81,2006,Adult obesity,11,27
VA,Henrico County,51,87,2007,Adult obesity,11,27
VA,Henrico County,51,87,2008,Adult obesity,11,27
MI,Monroe County,26,115,2004,Adult obesity,11,27
MI,Monroe County,26,115,2005,Adult obesity,11,27
KS,Franklin County,20,59,2005,Adult obesity,11,27
KS,Geary County,20,61,2006,Adult obesity,11,27
VA,Hanover County,51,85,2009,Adult obesity,11,27
VA,Hanover County,51,85,2010,Adult obesity,11,27
ND,Sheridan County,38,83,2006,Adult obesity,11,27
NE,McPherson County,31,117,2005,Adult obesity,11,27
ND,Renville County,38,75,2008,Adult obesity,11,27
MN,Norman County,27,107,2007,Adult obesity,11,27
OR,Lane County,41,39,2009,Adult obesity,11,27
OR,Lane County,41,39,2010,Adult obesity,11,27
OR,Lincoln County,41,41,2005,Adult obesity,11,27
TX,Irion County,48,235,2007,Adult obesity,11,27
TX,Irion County,48,235,2008,Adult obesity,11,27
TX,Jack County,48,237,2006,Adult obesity,11,27
TX,Jack County,48,237,2007,Adult obesity,11,27
CA,Yuba County,6,115,2007,Adult obesity,11,27
TX,Jefferson County,48,245,2004,Adult obesity,11,27
OR,Klamath County,41,35,2004,Adult obesity,11,27
OR,Klamath County,41,35,2005,Adult obesity,11,27
OR,Klamath County,41,35,2010,Adult obesity,11,27
OR,Lake County,41,37,2006,Adult obesity,11,27
MN,Mower County,27,99,2007,Adult obesity,11,27
ND,Slope County,38,87,2005,Adult obesity,11,27
ND,Slope County,38,87,2006,Adult obesity,11,27
ND,Stark County,38,89,2007,Adult obesity,11,27
IL,Saline County,17,165,2006,Adult obesity,11,27
IL,Saline County,17,165,2007,Adult obesity,11,27
MI,Newaygo County,26,123,2004,Adult obesity,11,27
MI,Newaygo County,26,123,2006,Adult obesity,11,27
MI,Oakland County,26,125,2009,Adult obesity,11,27
VA,Greene County,51,79,2006,Adult obesity,11,27
VA,Greene County,51,79,2007,Adult obesity,11,27
MN,Murray County,27,101,2007,Adult obesity,11,27
